Complaint ID,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company,State,Submitted via,Date sent to company,Company response to consumer,Timely response?
3807789,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"These are not my accounts, nor did I authorize this inquiry on my credit report.","TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,8/21/2020,Closed with explanation,Yes
3807760,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,8/21/2020,Closed with explanation,Yes
3807737,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,Web,8/21/2020,Closed with explanation,Yes
3808619,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,LA,Web,8/22/2020,Closed with explanation,Yes
3808629,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MO,Web,8/22/2020,Closed with explanation,Yes
11077105,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/9/2024,In progress,Yes
11080741,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",AL,Web,12/9/2024,In progress,Yes
11090099,12/9/2024,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/9/2024,In progress,Yes
3807935,8/21/2020,Debt collection,Medical debt,Written notification about debt,Didn't receive notice of right to dispute,On XXXX XXXX at approximately XXXX XXXX I contacted a debt collection agency after receiving notification from XXXX that a collection was added to my report. I inquired about the debt and was told that its on my credit and I need to pay it now to have it removed. I asked why wasnt I notified about the debt and he said they mailed letters to my old address and its not his fault that I moved. How can a collector report a debt to the credit bureau without first confirming that I owe the debt. The name of the agency is Ability Recovery Service and I spoke with XXXX XXXX x210 who was extremely rude and contentious.,"Ability Recovery Services, LLC",IL,Web,8/21/2020,Closed with explanation,Yes
3807782,8/21/2020,Debt collection,Medical debt,Attempts to collect debt not owed,Debt is not yours,MY DAUGHTER WENT TO ER. THEY WROTE DOWN WRONG INSURANCE CARD NUMBER. UNKNOWN TO ME WAS TURNED OVER TO COLLECTIONS AND I CAN NOT GET A MORTGAGE. I CALLED ARS THEY REFUSED TO CALL MY INSURANCE. I FINALLY GOT A DEBT DELETION LETTER WHICH I USED TO UPDATE MY DESPITE WITH THE CREDIT AGENCIES BUT DESPITE INCLUDING THE LETTER IN MY REQUEST ARS STILL CLAIMED THAT THE DEBT WAS ACTIVE AND THE CREDIT AGENCIES STILL POSTING THE DEBT AND I CAN NOT GET A MORTGAGE AS THIS KILLED MY CREDIT RATING FOR A BILL I NEVER OWED.,HCFS Healthcare Financial Services of TeamHealth,GA,Web,8/21/2020,Closed with explanation,Yes
11079421,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,"EQUIFAX, INC.",FL,Web,12/9/2024,In progress,Yes
3807776,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,I'VE BEEN A VICTIM OF IDENTITY THEFT AND HAVE BEEN FIGHTING TO CLEAR MY NAME AND THE CREDIT BUREAUS ARE NOT HELPING ME MUCH.,"EQUIFAX, INC.",CA,Web,8/21/2020,Closed with explanation,Yes
11092188,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,,"EQUIFAX, INC.",AL,Web,12/10/2024,In progress,Yes
11092289,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Web,12/10/2024,In progress,Yes
3807858,8/21/2020,Student loan,Private student loan,Dealing with your lender or servicer,Problem with customer service,"I need your help in regards to problem I continue to have with Navient Student Loan services. I have been dealing with them for several months regarding my son 's student loan that I co-signed on. Due to both of us losing our jobs in XXXX through XXXX and not being able to gain employment until XXXX, we could not pay on the student loans. This summer during the month of XXXX and XXXX I started getting calls and emails to my work number and work email address. I filed a complaint to you all and they have stop doing that. I told them I could only pay {$200.00} per month on the loans which I did in XXXX and XXXX. Three days after I made the XXXX payment, they defaulted on the loans. Then I get an email from their recovery unit about options. They started calling me again, during work hours. I sent several emails advising them of my options to pay {$200.00} per month and that calling me during work hours is not an option. There is no available time to call them after work or weekends since they only accept calls during XXXX to XXXX eastern time. I am on the XXXX time zone so those hours are either too early in the morning for me or not late enough in the evening. So I have ONLY one way of communicating with them and that is through email. I get an email today saying that I have not tried to contact them and that if I don't then they have no option but to go to the next level. Well that is a complete lie. I have contacted them SEVERAL TIMES through email. They only responded once through email telling me that the payment option I provided them was not acceptable. I don't feel that Navient wants to works this out in good faith and just going through the motion to pretend that they are. I have asked for documentation on options and they refused to give me any. They just simply ignore my emails and continue to call during hours that I am not available. I really don't understand why Consumer Financial Services or XXXX XXXX XXXX is not going after Navient. They break all debt collection regulations by calling/emailing people at their employment. They hack into businesses network to get email addresses ( that is the only way they could have gotten my work email ). I don't know what else to do. Can you guys please help.","Navient Solutions, LLC.",CA,Web,8/21/2020,Closed with explanation,Yes
3807666,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Accounts on my 3 credit reports are reported as charged off when actually all of the accounts were discharged in Chapter XXXX Bankruptcy on XX/XX/2018 Case Number XXXX. In my previous dispute I submitted Bankruptcy Declaration and Discharge to prove my claim. I'm attaching more supporting documents with this new  claim,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,8/21/2020,Closed with explanation,Yes
11092217,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes
11092219,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,,"EQUIFAX, INC.",LA,Web,12/10/2024,In progress,Yes
11092220,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes
11092419,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes
11092421,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes
11092423,12/10/2024,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes
11092432,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,SC,Web,12/10/2024,In progress,Yes
11092236,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes
3809052,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,On XXXX XXXX the creditor XXXX XXXX XXXX the original creditor is XXXX XXXX XXXX XXXX. this account was dismiss by License California Judge court ordered Dismissal. I have given proof of the judge court ordered Dismissal to TransUnion yet they refuse to remove it off my credit report. XXXXXXXX XXXX XXXX  has been paid off since XXXX XXXX which I have provided the receipts proof of to TransUnion yet once again they refuse to remove their inaccurate information provided on this account. Transunion has reported XXXX XXXX  as a delinquent/closed account which inaccurate I provided Transunion with the proof of the paid off account yet they refuse to remove this inaccurate information off of my credit report. It has been well over 30 days and Transunion refuse to send me an updated complete copy of my credit report.,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,8/22/2020,Closed with explanation,Yes
11092251,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,GA,Web,12/10/2024,In progress,Yes
11092250,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes
11092252,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes
11092257,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,PA,Web,12/10/2024,In progress,Yes
11092259,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,NJ,Web,12/10/2024,In progress,Yes
11092263,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11092268,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes
11092269,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes
11092271,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Experian Information Solutions Inc.,AZ,Web,12/10/2024,In progress,Yes
11092273,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,Web,12/10/2024,In progress,Yes
11092274,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,12/10/2024,In progress,Yes
11092277,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,OH,Web,12/10/2024,In progress,Yes
11092280,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Experian Information Solutions Inc.,NY,Web,12/10/2024,In progress,Yes
11092281,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes
11092283,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes
11092549,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,MD,Web,12/10/2024,In progress,Yes
11092557,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes
11092562,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",MS,Web,12/10/2024,In progress,Yes
11092563,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes
11092567,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes
11092569,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes
11092571,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes
11092573,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes
11092575,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Web,12/10/2024,In progress,Yes
11092576,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,Web,12/10/2024,In progress,Yes
11092577,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,Web,12/10/2024,In progress,Yes
11092578,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,AL,Web,12/10/2024,In progress,Yes
11092579,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,WV,Web,12/10/2024,In progress,Yes
11092580,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Experian Information Solutions Inc.,NV,Web,12/10/2024,In progress,Yes
11092582,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes
11092581,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11092584,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11092587,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes
11092589,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,12/10/2024,In progress,Yes
11092588,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes
11092592,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes
11092594,12/10/2024,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,,Experian Information Solutions Inc.,MO,Web,12/10/2024,In progress,Yes
11092595,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MD,Web,12/10/2024,In progress,Yes
11092598,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MA,Web,12/10/2024,In progress,Yes
11092599,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11092602,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes
11080776,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"EQUIFAX, INC.",TX,Web,12/9/2024,In progress,Yes
11092603,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/10/2024,In progress,Yes
11092303,12/10/2024,Debt collection,I do not know,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,,CAPITAL ONE FINANCIAL CORPORATION,MD,Referral,12/10/2024,In progress,Yes
11092291,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes
11092293,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Experian Information Solutions Inc.,GA,Web,12/10/2024,In progress,Yes
11092298,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,CAPITAL ONE FINANCIAL CORPORATION,OK,Web,12/10/2024,In progress,Yes
11092297,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes
11092300,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,Web,12/10/2024,In progress,Yes
11092190,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",WI,Web,12/10/2024,In progress,Yes
3808136,8/21/2020,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was result of identity theft,"I discovered in XXXX the following collection on my account : RASH CURTIS & ASSOCIATES Account # XXXX Collection opened XXXX XXXX, 2020 Account type Collection Department / Agency / Attorney Paid off : 0 % Balance on XX/XX/2020 {$560.00} I called Rash Curtis believing that this was an overcharge on another Medical Bill I had made arrangements. After further investigation I found out this had to do with Medical Identity Theft fraud in which someone who stolen our identity information 5 years ago had been using periodically. I disputed the account on my credit bureau and provided the police report and they still refuse to remove the account.",KBR INC DBA RASH CURTIS & ASSOCIATES,CA,Web,8/21/2020,Closed with explanation,Yes
11092197,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,Web,12/10/2024,In progress,Yes
3807860,8/21/2020,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"So this merchant (XXXX ) on XXXX was offering to sell XXXX products at a very reduced price ( 50 % off ). After asking him about it, he told me he would sell me the method on how he did it. After purchasing, I saw that this guy had been using illegal methods to get his customers cheap products from XXXX. It involves ordering a product to a clients address, filing a return and shipping back something else in place of the ordered product. This is mail fraud and I wanted a refund for both of my transactions, however only 1 has been refunded. This guy has been using this to make thousands of dollars, as seen in the attached pictures. The method is also linked below. My dispute was closed without notice. I was told that the dispute would be resubmitted but that never happened. If there is no reimbursement given, this company is siding with the scammer.",UNITED SERVICES AUTOMOBILE ASSOCIATION,MD,Web,8/21/2020,Closed with explanation,Yes
11092304,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Experian Information Solutions Inc.,MS,Web,12/10/2024,In progress,Yes
11092308,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MS,Web,12/10/2024,In progress,Yes
11092310,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Experian Information Solutions Inc.,KY,Web,12/10/2024,In progress,Yes
11092309,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",AZ,Web,12/10/2024,In progress,Yes
11092311,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,Experian Information Solutions Inc.,LA,Web,12/10/2024,In progress,Yes
11092312,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,,Experian Information Solutions Inc.,PA,Web,12/10/2024,In progress,Yes
11092318,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,NJ,Web,12/10/2024,In progress,Yes
11092327,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes
11092328,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
11092329,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,"EQUIFAX, INC.",LA,Web,12/10/2024,In progress,Yes
11092331,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
11092330,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes
11092333,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Public record information inaccurate,,Experian Information Solutions Inc.,AR,Web,12/10/2024,In progress,Yes
11092332,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes
11092337,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AR,Web,12/10/2024,In progress,Yes
11092338,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes
11092341,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SC,Web,12/10/2024,In progress,Yes
11082070,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,"EQUIFAX, INC.",NC,Web,12/9/2024,In progress,Yes
10904039,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes
11092343,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,UT,Web,12/10/2024,In progress,Yes
11092350,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes
11092351,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,MD,Web,12/10/2024,In progress,Yes
11092354,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
11092355,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes
11092360,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,Web,12/10/2024,In progress,Yes
11092361,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/10/2024,In progress,Yes
11092362,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",AZ,Web,12/10/2024,In progress,Yes
11092364,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes
11092366,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes
11092365,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
11092367,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes
11092368,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Web,12/10/2024,In progress,Yes
11092369,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes
11092370,12/10/2024,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Struggling to pay your loan,,,"DRB-40, LLC",IL,Web,12/10/2024,Closed with explanation,Yes
11092373,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes
10904009,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Experian Information Solutions Inc.,IL,Web,11/23/2024,In progress,Yes
11092376,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes
11092378,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes
11092379,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,CT,Web,12/10/2024,In progress,Yes
11092380,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes
11092382,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Experian Information Solutions Inc.,MS,Web,12/10/2024,In progress,Yes
